"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"Big Picture, The",1989,100,5e+06,6.4,1124,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Comedy",1156
"Big Tease, The",1999,86,4e+06,6.1,670,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1157
"Big Trouble",2002,85,4e+07,6.4,4088,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1158
"Big Trouble in Little China",1986,99,2.5e+07,6.7,10803,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",1,0,1,0,0,0,0,"Comedy",1159
"Big Wednesday",1978,120,1.1e+07,6.6,819,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,1,1,0,0,0,"Comedy",1160
"Bigger Than the Sky",2005,106,750000,7.3,32,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",0,0,1,1,0,1,0,"Comedy",1161
"Bikini Beach",1964,99,6e+05,4.9,149,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0,"Comedy",1162
"Bill & Ted's Bogus Journey",1991,93,2e+07,5.6,8152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1163
"Bill & Ted's Excellent Adventure",1989,90,1e+07,6.6,12277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1164
"Bingo",1991,89,1e+07,4.1,374,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1165
"Birdy in the Cage",2003,9,2000,9,5,0,0,0,0,24.5,0,0,0,0,84.5,"",0,0,1,0,0,0,1,"Comedy",1166
"Birthday Girl",2001,93,1.3e+07,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Comedy",1167
"Black Knight",2001,95,5e+07,4.1,3822,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1168
"Black-Eyed Susan",2004,105,50000,7.4,5,0,0,0,0,24.5,24.5,24.5,0,24.5,24.5,"",0,0,1,0,0,0,0,"Comedy",1169
"Blast from the Past",1999,112,3.5e+07,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Comedy",1170
"Blazing Saddles",1974,93,2600000,7.7,17166,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,0,0,"Comedy",1171
"Blob, The",1958,82,240000,6,2143,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1172
"Blondie of the Follies",1932,91,602620,6,53,4.5,0,4.5,4.5,14.5,14.5,24.5,4.5,4.5,24.5,"",0,0,1,0,0,0,0,"Comedy",1173
"Blood Shot",2002,28,35000,4.5,22,14.5,0,0,4.5,0,4.5,0,14.5,4.5,45.5,"",1,0,1,0,0,0,1,"Comedy",1174
"Blood, Guts, Bullets and Octane",1998,87,7300,5.3,285,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,1,0,0,0,0,"Comedy",1175
"Bloodsucking Pharaohs in Pittsburgh",1991,89,250000,3.6,80,14.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1176
"Blue Skies",1946,104,3e+06,6.3,160,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0,"Comedy",1177
"Blue Streak",1999,93,3.6e+07,5.8,7952,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",1,0,1,0,0,0,0,"Comedy",1178
"Blue in the Face",1995,83,2e+06,6.4,2306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1179
"Blues Brothers 2000",1998,123,2.8e+07,4.5,5267,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1180
"Blues Brothers, The",1980,148,2.7e+07,7.7,28964,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,1,0,0,0,0,"Comedy",1181
"Boat Trip",2002,97,2e+07,4.5,2991,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1182
"Bob & Carol & Ted & Alice",1969,101,2e+06,6,607,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,1,1,0,0,0,"Comedy",1183
"Bogus",1996,110,3.2e+07,5,1007,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,1,0,0,0,"Comedy",1184
"Bombshell",1933,96,344000,7.8,295,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,24.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1185
"Bon voyage",2003,115,2e+07,7.2,1061,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,0,0,"Comedy",1186
"Bonfire of the Vanities, The",1990,125,4.7e+07,5,4151,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0,"Comedy",1187
"Book That Wrote Itself, The",1999,71,25000,4.5,66,4.5,4.5,4.5,4.5,34.5,4.5,4.5,4.5,0,4.5,"",0,0,1,0,0,0,0,"Comedy",1188
"Book of Life, The",1998,63,350000,6.7,551,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,0,0,"Comedy",1189
"Boomerang",1992,118,4.2e+07,5.1,3530,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,1,0,"Comedy",1190
"Borrowers, The",1997,89,2.9e+07,5.6,1457,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,"Comedy",1191
"Bottle Rocket",1996,92,7e+06,7.4,7286,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,1,0,"Comedy",1192
"Bottomfeeders",2001,92,5e+05,7.4,7,0,0,0,0,24.5,14.5,0,24.5,0,24.5,"",0,0,1,0,0,0,0,"Comedy",1193
"Bowery, The",1933,92,421496,7.3,48,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,4.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1194
"Bowfinger",1999,97,5.5e+07,6.4,15000,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1195
"Bowling for Columbine",2002,120,4e+06,8.5,36747,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,1,1,1,0,0,"Comedy",1196
"Boy-Next-Door",2004,17,50000,9.4,19,0,0,0,0,0,0,0,14.5,34.5,45.5,"",0,0,1,0,0,0,1,"Comedy",1197
"Boys and Girls",2000,94,1.6e+07,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Comedy",1198
"Boys on the Side",1995,115,2.1e+07,6.1,2775,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1199
"Brady Bunch Movie, The",1995,90,1.2e+07,5.6,4636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1200
"Braindead",1992,97,3e+06,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,1,0,0,1,0,"Comedy",1201
"Brat, The",1931,60,243093,2,12,45.5,4.5,4.5,4.5,4.5,0,4.5,4.5,0,0,"",0,0,1,0,0,0,0,"Comedy",1202
"Brazil",1985,94,1.5e+07,8,30735,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,1,0,0,0,0,"Comedy",1203
"Breakfast at Tiffany's",1961,115,2500000,7.7,12246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0,"Comedy",1204
"Breakfast of Champions",1999,110,1.2e+07,4.2,2250,14.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1205
"Breaking All the Rules",1985,91,2032000,4.8,76,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"",0,0,1,0,0,1,0,"Comedy",1206
"Breathing Room",1996,90,5e+05,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Comedy",1207
"Bride & Prejudice",2004,122,7e+06,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0,"Comedy",1208
"Bride of Chucky",1998,89,2.5e+07,5.2,4449,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1209
"Bridget Jones's Diary",2001,97,2.6e+07,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,"Comedy",1210
"Bridget Jones: The Edge of Reason",2004,108,7e+07,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Comedy",1211
"Bring It On",2000,98,1e+07,6.1,11784,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1212
"Bringing Down the House",2003,105,3.5e+07,5.6,6501,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1213
"Broadcast 23",2005,7,2500,5.7,18,14.5,0,0,4.5,0,0,0,14.5,34.5,34.5,"",1,0,1,0,0,0,1,"Comedy",1214
"Broadway Danny Rose",1984,84,8e+06,7.3,2661,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1215
"Broken Hearts Club: A Romantic Comedy, The",2000,94,1e+06,6.8,1712,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1216
"Brother from Another Planet, The",1984,106,3e+05,6.7,1133,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Comedy",1217
"Brothers McMullen, The",1995,98,23800,6.4,2325,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0,"Comedy",1218
"Brown Sugar",2002,109,8e+06,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Comedy",1219
"Bruce Almighty",2003,101,8.1e+07,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Comedy",1220
"Bruno",2000,108,1e+07,6,295,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,1,0,0,0,"Comedy",1221
"Bubba Ho-tep",2002,92,1e+06,7.5,7142,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,0,0,0,0,"Comedy",1222
"Bubble Boy",2001,84,1.3e+07,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Comedy",1223
"Buck Privates",1941,84,180000,6.8,461,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1224
"Bucket of Blood, A",1959,66,25000,6.6,416,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1225
"Budbringeren",1997,83,2100000,6.8,732,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1226
"Buddy Buddy",1981,96,1e+07,6.2,761,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1227
"Buffalo '66",1998,110,1500000,7.2,6652,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0,"Comedy",1228
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",1976,123,6e+06,5.6,452,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1229
"Buffalo Soldiers",2001,98,1.5e+07,7,3753,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Comedy",1230
"Bug Buster",1998,93,8500000,2.9,268,34.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Comedy",1231
"Bug's Life, A",1998,96,4.5e+07,7.4,23184,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,1,1,0,0,0,0,"Comedy",1232
"Bull Durham",1988,108,7e+06,7.1,8434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Comedy",1233
"Bulletproof Monk",2003,104,5.2e+07,5.2,5405,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Comedy",1234
"Bullets Over Broadway",1994,98,2e+07,7.4,6685,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Comedy",1235
"Bulworth",1998,108,3e+07,6.9,8277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Comedy",1236
"Burying Dvorak",2003,19,5000,9.4,8,0,0,0,0,0,0,0,24.5,14.5,64.5,"",0,0,1,0,0,0,1,"Comedy",1237
"Bussed",2003,31,10000,5.2,9,44.5,0,0,14.5,0,0,0,0,14.5,34.5,"",0,0,1,0,0,0,1,"Comedy",1238
"But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Comedy",1239
"CQ",2001,91,7e+06,6.4,1315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,"R",0,0,1,1,0,0,0,"Comedy",1240
"Cable Guy, The",1996,96,4.7e+07,5.5,16266,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0,"Comedy",1241
"Cachimba",2004,127,950000,6.6,22,0,4.5,0,4.5,4.5,0,4.5,24.5,24.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1242
"Caddyshack",1980,98,6e+06,7.1,13453,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1243
"Caffeine Headache",2003,24,2000,7.7,9,0,14.5,0,0,14.5,0,0,44.5,0,34.5,"",0,0,1,0,0,0,1,"Comedy",1244
"Calendar Girl",1993,90,1.3e+07,4.7,464,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,0,0,"Comedy",1245
"California Casanova",1991,90,350000,4.9,30,4.5,4.5,4.5,14.5,4.5,14.5,0,4.5,34.5,34.5,"",0,0,1,0,0,0,0,"Comedy",1246
"Camelot",1967,179,1.7e+07,6.1,1241,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0,"Comedy",1247
"Campanadas a medianoche",1965,115,8e+05,8.3,460,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,44.5,"",0,0,1,1,0,0,0,"Comedy",1248
"Can't Be Heaven",2000,94,2e+06,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,1,0,"Comedy",1249
"Can't Hardly Wait",1998,101,1e+07,6.2,8191,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Comedy",1250
"Can't Stop the Music",1980,118,2e+07,3.4,512,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1251
"Can-Can",1960,131,6e+06,6,311,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Comedy",1252
"Canadian Bacon",1995,91,1.1e+07,5.5,3514,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1253
"Cape of Good Hope",2004,107,3e+06,9.7,13,0,0,0,0,0,0,0,4.5,14.5,74.5,"",0,0,1,1,0,0,0,"Comedy",1254
"Carefree",1938,83,1253000,7.1,306,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Comedy",1255
"Carlos contra el mundo",2002,91,1e+06,5.4,15,0,4.5,0,0,4.5,24.5,4.5,34.5,14.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1256
"Carpool",1996,89,1.7e+07,4.5,829,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,"Comedy",1257
"Casino Royale",1967,131,1.2e+07,5.3,4173,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",1,0,1,0,0,0,0,"Comedy",1258
"Casper",1995,100,5.5e+07,5.6,8798,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0,"Comedy",1259
"Cat in the Hat, The",2003,82,1.09e+08,3.2,4997,44.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,"Comedy",1260
"Cat's Eye",1985,94,7e+06,5.7,2301,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1261
"Cat's-Paw, The",1934,102,617000,6.8,93,0,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1262
"Catch Me If You Can",1989,106,8e+05,5.1,93,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,4.5,24.5,"",1,0,1,1,0,0,0,"Comedy",1263
"Catch That Kid",2004,91,1.8e+07,4.5,598,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"PG",1,0,1,0,0,0,0,"Comedy",1264
"Cats & Dogs",2001,87,6e+07,5.4,6487,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0,"Comedy",1265
"Cats Don't Dance",1997,75,3.2e+07,6.4,366,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"",0,1,1,0,0,0,0,"Comedy",1266
"Cecil B. DeMented",2000,87,1e+07,6,3464,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0,"Comedy",1267
"Celebrity",1998,113,1.2e+07,6.1,4820,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1268
"Chacun cherche son chat",1996,91,3e+05,7,1105,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Comedy",1269
"Chafed Elbows",1966,63,25000,2.1,16,34.5,4.5,0,4.5,0,0,24.5,0,14.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1270
"Chain of Fools",2000,96,2e+07,6.1,845,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1271
"Chairman of the Board",1998,95,1e+07,2.6,666,44.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0,"Comedy",1272
"Champagne Society",2003,20,5000,4.5,25,4.5,4.5,0,4.5,0,4.5,4.5,24.5,24.5,34.5,"",0,0,1,0,0,1,1,"Comedy",1273
"Chance",2002,73,150000,8,440,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,45.5,"",0,0,1,1,0,0,0,"Comedy",1274
"Changing Habits",1997,95,1200000,5.5,134,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Comedy",1275
"Channeling Alphonse",2003,12,0,7.6,12,4.5,0,14.5,0,4.5,0,0,0,4.5,45.5,"",0,0,1,0,0,0,1,"Comedy",1276
"Chapter Zero",1999,104,1500000,5.1,47,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,0,14.5,"",0,0,1,0,0,0,0,"Comedy",1277
"Charade",1963,113,4e+06,8.1,9046,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,0,0,1,0,"Comedy",1278
"Charlie's Angels",2000,94,9.2e+07,5.8,25705,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Comedy",1279
"Charlie's Angels: Full Throttle",2003,107,1.2e+08,5,13990,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0,"Comedy",1280
"Charly",2002,103,950000,5.5,149,4.5,4.5,4.5,0,4.5,4.5,14.5,14.5,14.5,44.5,"PG",0,0,1,1,0,1,0,"Comedy",1281
"Chasing Amy",1997,111,250000,7.6,32141,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0,"Comedy",1282
"Chasing Jason",2004,7,2000,7,9,0,0,0,0,14.5,14.5,14.5,24.5,0,44.5,"",0,0,1,0,0,0,1,"Comedy",1283
"Chasing Liberty",2004,111,2.3e+07,5.7,1911,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Comedy",1284
"Cheaper by the Dozen",2003,98,4e+07,5.8,5977,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"PG",0,0,1,1,0,0,0,"Comedy",1285
"Cheerleaders, The",1973,84,153000,5,177,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,14.5,24.5,"",0,0,1,0,0,0,0,"Comedy",1286
"Cherish",2002,99,1500000,6.5,743,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Comedy",1287
"Cherry Falls",2000,92,1.4e+07,4.9,2165,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0,"Comedy",1288
"Chicago",2002,113,4.5e+07,7.5,34933,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG-13",0,0,1,1,0,0,0,"Comedy",1289
"Chicken Run",2000,84,4.2e+07,7.4,25099,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,1,1,0,0,0,0,"Comedy",1290
"Child Psychology",2004,14,7000,6.6,7,0,24.5,0,0,0,0,0,45.5,0,14.5,"",0,0,1,0,0,0,1,"Comedy",1291
"Child's Play 2",1990,84,1.3e+07,4.5,2327,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1292
"Childhood's End",1997,115,6e+05,4.4,38,24.5,14.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,14.5,"",0,0,1,1,0,0,0,"Comedy",1293
"Chill Factor",1999,101,3.4e+07,5,2542,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,1,0,0,0,0,"Comedy",1294
"Chitty Chitty Bang Bang",1968,144,1e+07,6.3,3200,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,0,0,"Comedy",1295
"Christmas with the Kranks",2004,98,6e+07,4.5,1520,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0,"Comedy",1296
"Chu Chin Chow",1934,103,5e+05,4.8,10,0,0,14.5,14.5,14.5,34.5,24.5,0,0,24.5,"",0,0,1,0,0,1,0,"Comedy",1297
"Chuck&Buck",2000,96,250000,6.6,1919,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0,"Comedy",1298
"Ciao America",2002,100,5e+06,4.8,27,14.5,4.5,0,4.5,14.5,4.5,0,4.5,14.5,44.5,"R",0,0,1,1,0,1,0,"Comedy",1299
"Cinderella Story, A",2004,95,2e+07,4.9,2755,14.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,4.5,24.5,"PG",0,0,1,0,0,1,0,"Comedy",1300
"Cinderfella",1960,91,3e+06,5.4,405,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,0,0,"Comedy",1301
"Cinedictum",2002,40,1e+05,7,5,24.5,0,0,0,0,0,44.5,0,0,44.5,"",0,0,1,0,0,1,1,"Comedy",1302
"Circus, The",1928,71,9e+05,7.8,1239,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,1,1,0,1,0,"Comedy",1303
"Citizen Ruth",1996,102,3e+06,6.8,1441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"",0,0,1,1,0,0,0,"Comedy",1304
"City Lights",1931,87,1500000,8.5,7802,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,1,1,0,1,0,"Comedy",1305
"Claustrophobia",2003,79,114000,4.2,90,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,"R",0,0,1,0,0,0,0,"Comedy",1306
"Clay Pigeons",1998,104,8e+06,6.4,2658,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,1,0,0,0,"Comedy",1307
"Clerks.",1994,92,230000,7.9,39927,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"R",0,0,1,1,0,0,0,"Comedy",1308
